"QAINDEX";"CLINIC";"QUESTION";"ANSWER";"SNAPSHOT"
1756;"口腔颌面科";"乳牙从牙龈出来,拔了一年了,可是牙龈还有点肿,怎么办";"你好，方便拍下牙齿照片来吗？我看下 还有其他什么症状吗？ 小朋友平时在刷牙吗？ 没有症状可以先不管他 可能是牙龈还没有退缩好 他的前牙还不算完全萌出了 牙龈还没退缩到牙颈部 不用客气 是牙龈还有一个洞吗？ 摸着是什么感觉？ 跟其他牙龈一样，还是感觉有小疙瘩 有可能是刺激以后牙龈增生了 没有症状可以不管他，如果有增大，或者其他症状出现，可以考虑手术切除 这个不严重的 一般都会慢慢消掉的 我说的是最坏的情况了 一般不存在没拔干净这种情况的 乳牙牙根是可以吸收掉的 不用客气";2020/3/19
1757;"口腔颌面科";"吃软的没事吃硬得痛不行等一会又没事怎么回事";"你好，这种情况大概有多长时间了啊？ 那颗黑牙洞太深了，龋坏处离牙神经近了，就会出现这种情况 应该治疗了，但是现在疫情期间不能治疗，这段时间给孩子好好刷牙，少吃甜食，用复方氯己定漱口液漱口 尽量别用这边吃东西，这样减少对牙神经的刺激 反复刺激牙神经后这颗牙神经会发炎，到时不刺激它也会疼了 有脓包的这颗牙疼吗 根尖脓肿，已经刺破了，不做治疗，脓包很难完全消除，现在需要用复方氯己定漱口液漱口，最好吃5天消炎药，口服罗红霉素片就行 不过敏的情况下可以选一种吃就可以 对，就是这个漱口液 有消炎杀菌作用 是 吞下去可不行，孩子不会漱口，你可以用棉签蘸取漱口液给孩子擦拭，擦脓包处，擦龋齿处 刚有事没能及时回复你，一天秋3次就行，饭后漱口 漱3次，打错字了，不好意思 是啊，咱们共同盼望疫情快点结束吧 军人的家属，军人和我们医生有很多共情的地方，愿我们都平安健康！愿疫情快过去，愿小宝贝的牙快点治好！祝小宝贝健康快乐的成长！ 可以的 够漱口的量就行，一次大概10ml就够漱口，一天三次，一次漱3分钟，连续用7天";2020/3/19
1758;"口腔颌面科";"牙稀，乱动想掉的感觉，怎么调整？";"你好，这种情况有多长时间了？ 牙齿有松动吗？ 平时抽烟吗？ 家里有人有牙周病吗？ 你的父母牙齿状况好不好？ 松动牙是一颗还是前面几颗都松动。 前牙有受过外伤吗？ 那大概率应该是慢性牙周炎 牙周炎目前没有特别有效的根治办法 只有靠支持治疗来延缓病程发展 没有什么特效药的 主要是牙周治疗 比如有牙结石可以洁牙之类的 好的，不用客气";2020/3/19
1759;"口腔颌面科";"牙齿不整齐,想戴牙套,想询问大概费用";"你好，成人矫正在1.5万至4万左右 不同种类的，由传统的，半隐形和隐形的 具体看你适合什么类型，当然制定方案也需要你的检查和参与 牙齿不整齐矫正做矫正 做牙套虽然现在便宜，每个里面需要更换 每隔几年 你说的陶瓷矫正器？ 大概2万左右 100一颗 不谢哟";2020/3/19
1760;"口腔颌面科";"10岁孩子牙疼3天左边下槽牙怎么回事";"像这样有多久？以前出现过吗？ 照片有点看不清，是最后那颗牙有龋齿吗 能再拍一张照片吗？清晰一点 是要出牙了 不用处理 孩子是这里疼吗 正常情况下牙萌出后就不疼了，别让孩子用这边吃东西 不客气";2020/3/19
1761;"口腔颌面科";"小孩六周岁牙齿长成这样咋办";"乳牙滞留，建议拔了 最好拔了 活动吗 拔了好 新牙就有位置了";2020/3/19
1762;"口腔颌面科";"突然用力咬了一下自己的舌头给痛醒了,这是怎么回事";"你好，方便拍下舌部照片来吗？我看一下 可以的 肿胀是舌部外伤后的一个正常反应 不用太担心 这个就不太好确定了 有的人睡觉口腔会活动的 不慎咬到舌头或者黏膜也是有可能的 或者跟你的梦境有关系，也不一定 不用客气 这几天注意口腔卫生，饮食清淡一点，不要吃太烫的东西 不好意思。吃饭去了 还有什么问题吗？";2020/3/19
1763;"口腔颌面科";"智齿拔了会不会很疼啊，怎么办？";"您好，请问这个智齿有疼过吗？ 拍过片子吗 那不会 不过最好把智齿拔了 回来拍个片子 分侧拔 打麻药 不用怕 放平心态 吃点消炎药和止疼药 头孢和替硝?，布洛芬 不会的 是的 头孢地尼可以 可以 过后及时就医 嗯嗯";2020/3/19
1764;"口腔颌面科";"14岁虫牙长到牙根怎么办";"你好，方便拍下牙齿照片来吗？ 我不知道是哪一颗牙，你可以拍个照片给我看看嘛？ 你14岁了，应该牙齿都换完了 如果是恒牙，拔了就不会长了";2020/3/19
1765;"口腔颌面科";"大牙残根的牙龈长了个白色的硬尖尖尖";"你好这个是牙龈收到残根刺激成的 牙龈增生 这个牙根和你前面看到的那个牙根都要拔掉了 不是牙龈癌，这个不用担心 不能了，只有把残根拔掉才能不刺激牙龈，不增生，这个牙龈长期这么刺激是不好的 长期机械刺激加烟酒槟榔刺激可能会癌变的 嗯，把牙齿拔掉，医生在麻药下给你休整一下牙龈就好了 现在没有的，牙龈看着没问题的 不客气 这个是可能的 一辈子都没问题 如果还有其他口腔问题，可以随时问我。如果觉得我的回答对你有帮助，欢迎给我一个“满意”的评价，对我也是一种鼓励和认同。评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，选择“满意”，您的“满意”是对我的支持和鼓励。";2020/3/19
1766;"口腔颌面科";"这一个多星期嘴又苦又臭";"你好，最近有没有感冒啊？有时候感冒会口苦 每天都有认真刷牙漱口吗？ 有没有刷牙或者咬硬物时出血的情况？ 你好！嘴里有蛀牙吗？ 最近有没有吃什么味道比较重的食物？ 那就观察吧！多喝点水，保持口腔卫生！应该没有什么大碍的";2020/3/19
1767;"口腔颌面科";"大牙残根的牙龈长了个白色的硬尖尖尖";"您好，两颗残根都需要拔掉 前面这一课拔了以后需要修复，镶假牙 这不是肉，就是烂牙齿的边缘 拔掉就可以了 嗯嗯，那是牙龈增生，拔掉牙齿就会消失 不是的，不要相信百度 不行，必须拔掉牙齿 嗯嗯";2020/3/19
1768;"口腔颌面科";"左下第一磨牙,咬东西就会疼,牙龈没有肿,是什么原因";"你好，能照一张照片给我看看吗？ 看着牙周炎是有的 牙周炎会牙松动 必须要拍片看看的 是的要去拍片确认的 是的我怀疑是牙周炎造成的牙神经逆行感染 如果是的必须处理牙神经 你的一口牙周炎都挺严重的 所以肯定要去拍片治疗 是的 目前因为疫情没平稳 你可以等一段时间 等稳定了医院的口腔科的牙周科正常了再去挂号 疼的那个要处理牙神经其他的只需要洗牙 不客气";2020/3/19
1769;"口腔颌面科";"智齿长了三年都没完全出来";"智齿如果是歪的是长不出来的，是需要拔除的 你先照一下图片我看看 有时间去照牙片会看的更清楚 右边智齿看着有点位置不正左边的大部分已经长出来的 右边的可能为阻生的，有点看不清牙冠方向 是啊，它不疼但容易顶坏前面的牙齿 还是不正的牙齿拔除最好 不客气 如果还有其他口腔问题，可以随时问我。如果觉得我的回答对你有帮助，欢迎给我一个“满意”的评价，对我也是一种鼓励和认同。评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，选择“满意”，您的“满意”是对我的支持和鼓励。";2020/3/19
1770;"口腔颌面科";"左下第一磨牙,咬东西就会疼,牙龈没有肿,是什么原因";"您好，请问您出现这种情况多长时 提供一下照片 牙齿磨耗太严重 牙齿过敏引起的 用抗过敏牙膏 舒适达或者冷酸灵都可以的 牙龈是有炎症，最好能去洗洗牙";2020/3/19
1771;"口腔颌面科";"大牙残根的牙龈长了个白色的硬尖尖尖";"增生的牙龈 这应该是个残根 不是 还您这颗牙残根有关 有时间去拔了吧 拔完就好了 不是 和烂牙有关 拔掉残根就可以了，不要乱想了 尽早拔掉吧 留着没用 有个尖，还经常磨舌头 临时不会 建议您尽早拔掉 对，有可能 现在留着没什么用 留着干啥 打麻药 那怎么办，你看你牙、这么年轻，前面一颗大牙也是残根了 坚持一下、拔完就好了 早晚都得拔 嗯 不客气，希望我的解答对您有所帮助，如果可以，请您给我一个很满意评价，这样的话，我就可以给更多的人解答问题啦！非常感谢！";2020/3/19
1772;"口腔颌面科";"最近右边牙痛能拔右边下面那个智齿吗";"可以拔，不过离下颌神经挺近的 拍CT，医生会更明确一点 不客气，希望我的解答对您有所帮助，如果可以，请您给我一个很满意评价，这样的话，我就可以给更多的人解答问题啦！非常感谢！";2020/3/19
1773;"口腔颌面科";"小孩三周岁了牙齿不好";"您好上边牙齿是都烂掉了嚒？ 孩子检查过口腔么 现在还不到长恒牙的时候 才三岁 前牙要等到6、7岁 建议您尽早带孩子去治牙吧 下面也很多龋坏的早点治疗还能保住 需要拍个全口x线片。看看上牙牙根有没有炎症影不影响恒牙胚 如果炎症较大就需要把残根拔掉能留尽量留维持孩子前牙的美观 前牙现在都没有咀嚼功能很影响颌骨生长发育  要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。春雨系统会自动赠送您一张复诊优惠券。 及时治疗是不会影响进一步发育的 所有牙齿都检查一遍需要治疗及时治就可以 之后定期3-6个月进行口腔检查 是的 儿童治牙费用比较高最主要的是坏的太多了 不清楚一颗牙充填至少300+根管治疗900+ 奶瓶龋也是龋也需要治疗 不做治疗疾病会进一步发展 当时如果治疗留下的牙体组织比现在要多很多 针对目前的情况就是尽早治疗即可 嗯";2020/3/19
1774;"口腔颌面科";"根管治疗上了药后需要几天后去换药呢";"您好！很高兴为你解答！ 你的情况有门诊病例吗？ 根据封的不同药物时间也不一样 一般是1～2周左右 一般是不会隔天去 如果开放引流需要隔天复诊 这个需要根据具体情况";2020/3/19
1775;"口腔颌面科";"拔牙智齿后棉球多久取出来?";"棉花咬30分钟就吐出来  快点吐 发炎的概率大点 你反正要吃消炎药的 最好吃一点 可是你咬久了 那你先自己观察吧 如果肿了就吃药 如果感染了就会 阿莫西林是说明书上没有明确说明哺乳期不能用的 停母乳 不会的 今天不刷牙不漱口明天就可以了 后期那个洞就平了 两三天吧 是的 不客气 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）,春雨系统会自动赠送您一张复诊优惠券。点击我的头像，左下角可以关注我，我会发布一些科普文章，日常注重保养，可以预防疾病。 24小时都会有渗血丝的 我是知道了那个医生只管拔牙什么注意事项都没讲啊 那你这是没听啊  太累了造成的 不客气好好休息 今天不能刷牙漱口 明天正常就可以不要做小动作 不需要";2020/3/19
1776;"口腔颌面科";"大的那边宝宝的脸也大的,您需要去儿科检查那个项目";"你好，能发图片看一下吗？ 最近有没有什么不适吗？ 什么时候发现的？ 有去看过吗？ 先去新生儿科和口腔科都去看一下 因为我们遇到的新生儿不太多 一般不多的去看一下吧 最好是到权威的儿童医院";2020/3/19
1777;"口腔颌面科";"第二磨牙已经烂了很痛牙龈好像也肿了可以拔掉吗";"您好，方便拍下牙齿照片来吗？ 最里面那颗可以拔掉 倒数第二颗也需要堵上 拔掉可以种一颗 因为最里面那颗要不拔掉不管，要不就选择种植 只有这两个选择 哪颗牙要戴牙套？";2020/3/19
1778;"口腔颌面科";"近一年偶尔有浮起感突然发炎疼痛难忍怎么回事";"你好，做过什么检查吗？x线拍了吗 好的 你好如果您牙疼的非常厉害怀疑有可能是牙神经发炎造成的牙髓炎需要您及时的根管治疗如果想暂时止痛可以吃头孢和甲硝唑片或者奥硝唑如果这些都不过敏的话实在受不了可以吃点止疼药布洛芬类的效果比较好 是乐松吗 拍一张照片我帮您看一下";2020/3/19
1779;"口腔颌面科";"舌头长泡怎么回事?舌头颜色白";"你好，方便拍下舌部照片来吗？我看下 发现多久了呢？ 还有什么感觉 睡觉怎么样 熬夜了吗 饮食规律吗 着急上火了 舌乳头发炎了 家里有漱口水吗 买点氯己定漱口水吧 多吃维生素C丰富的食物 饮食规律，清淡 注意睡眠 最好用漱口水 不客气，祝您早日康复，希望我的解答对您有所帮助，如果可以，请您给我一个很满意评价，这样的话，我就可以给更多的人解答问题啦！非常感谢！";2020/3/19
